2402 ; Alexei ;  ; IJntema ; M ; 1B1 ; 2371
2386 ; Jentsje ;  ; Rotsma ; M ; 4V2 ; 2259
2656 ; Krijn ;  ; Sinnega ; M ; 4V2 ; 4149
3291 ; Caren ;  ; Broersema ; V ; 4V2 ; 8594
2563 ; Veerle ;  ; Penninga ; V ; 4V2 ; 3498
2315 ; Rian ;  ; Klijnstra ; V ; 4V2 ; 1755
2499 ; Yvonne ; de ; Retra ; V ; 4V2 ; 3036
2955 ; Darcy ;  ; Boschma ; V ; 4V2 ; 6242
3275 ; Trees ;  ; Jouta ; V ; 4V2 ; 8482
2331 ; Abi ;  ; Dekkinga ; V ; 4V2 ; 1867
2237 ; Piret ;  ; Velema ; V ; 4V2 ; 1195
2966 ; Mitch ;  ; Popma ; M ; 4V2 ; 6319
3221 ; Paola ;  ; Alberga ; V ; 4V2 ; 8104
2253 ; Zanetta ;  ; Pijpstra ; V ; 4V2 ; 1307
3056 ; Nino ;  ; Reitema ; M ; 4V2 ; 6949
2603 ; Adèle ;  ; Hibma ; V ; 4V2 ; 3771
3139 ; Jacobien ; van de ; Hillinga ; V ; 4V2 ; 7530
3272 ; Guillaume ;  ; Hajema ; M ; 4V2 ; 8461
2527 ; Carina ;  ; Zeilstra ; V ; 4V2 ; 3246
3087 ; Ineke ;  ; Altinga ; V ; 4H1 ; 7166
2374 ; Eoghan ;  ; Broksma ; M ; 4H1 ; 2175
2528 ; Oswin ;  ; Zeilstra ; M ; 4H1 ; 3246
2628 ; Primo ;  ; Jedema ; M ; 4H1 ; 3939
3052 ; Filip ;  ; Kleefsma ; M ; 4H1 ; 6921
2601 ; Sterre ;  ; Eedema ; V ; 4H1 ; 3750
3000 ; Almer ;  ; Bouwsma ; M ; 4H1 ; 6557
2768 ; Rinus ;  ; Sjoukema ; M ; 4H1 ; 4933
3120 ; Balthasar ;  ; Landstra ; M ; 4H1 ; 7397
2850 ; Yorrit ;  ; Joukema ; M ; 4H1 ; 5507
2340 ; Scott ;  ; Medema ; M ; 4H1 ; 1923
3117 ; Nellie ; de ; Hommenga ; V ; 4H1 ; 7376
2782 ; Davy ;  ; Huttenga ; M ; 4H1 ; 5031
2277 ; Silke ;  ; Roelsma ; V ; 4H1 ; 1475
2857 ; Marit ;  ; Schansema ; V ; 4H1 ; 5549
2624 ; Ghislain ;  ; Gropstra ; M ; 4H1 ; 3918
2809 ; Uschi ;  ; Merema ; V ; 4H1 ; 5213
2421 ; Xantippe ;  ; Bonga ; V ; 4H1 ; 2483
2673 ; Jeanette ;  ; Jongsma ; V ; 4H1 ; 4254
3003 ; Tonneke ;  ; Goelema ; V ; 4H1 ; 6578
3027 ; Quincy ;  ; Hidma ; V ; 4H1 ; 6746
2754 ; Herwig ;  ; Bovinga ; M ; 4H1 ; 4835
2466 ; Jonny ;  ; Cleveringa ; M ; 4H1 ; 2805
2904 ; Janko ;  ; Tietsma ; M ; 4H1 ; 5885
2465 ; Heiltje ;  ; Cleveringa ; V ; 4H1 ; 2805
2957 ; Harmke ; de ; Eisema ; V ; 4H1 ; 6256
2270 ; Roy ;  ; Kylstra ; M ; 4H1 ; 1447
2440 ; Splinter ;  ; Blesma ; M ; 4H1 ; 2637
3063 ; Lidwina ;  ; Wijkenga ; V ; 4H2 ; 6998
3043 ; Zeliha ;  ; Barma ; V ; 4H2 ; 6858
2492 ; Arlo ;  ; Hottinga ; M ; 4H2 ; 2994
2575 ; Sonia ;  ; Boutsema ; V ; 4H2 ; 3582
2294 ; Earnest ;  ; Ockema ; M ; 4H2 ; 1615
3319 ; Gaite ;  ; IJlstra ; V ; 4H2 ; 8790
2712 ; Christiaan ;  ; Camstra ; M ; 4H2 ; 4527
2313 ; Mariëlle ;  ; Haaisma ; V ; 4H2 ; 1727
2375 ; Jacqueline ;  ; Broksma ; V ; 4H2 ; 2175
2919 ; Jansje ;  ; Kluiwstra ; V ; 4H2 ; 5983
2476 ; Joppe ;  ; Scherstra ; M ; 4H2 ; 2889
3186 ; Pieter ;  ; Kempinga ; M ; 4H2 ; 7859
2350 ; Sem ;  ; Belksma ; M ; 4H2 ; 2007
2979 ; Anastacia ; van de ; Draaisma ; V ; 4H2 ; 6410
2780 ; Wouco ;  ; Halma ; M ; 4H2 ; 5017
2392 ; Ale ;  ; Torensma ; M ; 4H2 ; 2287
2552 ; Barteld ;  ; Batema ; M ; 4H2 ; 3414
2272 ; Youp ;  ; Kylstra ; M ; 4H2 ; 1447
3044 ; Jonatan ;  ; Bodema ; M ; 4H2 ; 6865
2354 ; Elvis ;  ; Frijda ; M ; 4H2 ; 2035
3230 ; Brian ;  ; Jeninga ; M ; 4H2 ; 8167
2769 ; Sherhonte ;  ; Sjoukema ; V ; 4H2 ; 4933
3301 ; Twinky ;  ; Pebesma ; V ; 4H2 ; 8664
2266 ; Imme ;  ; Heerenga ; M ; 4H2 ; 1419
2666 ; Kristof ;  ; Buitenga ; M ; 4H2 ; 4212
3235 ; Sanna ;  ; Renalda ; V ; 4H2 ; 8202
2821 ; Soetkin ;  ; Bijkersma ; V ; 4M1 ; 5297
2674 ; Gradus ;  ; Morrema ; M ; 4M1 ; 4275
2724 ; Hansko ;  ; Steursma ; M ; 4M1 ; 4625
2591 ; Ariadne ;  ; Strijkstra ; V ; 4M1 ; 3687
2324 ; Egon ;  ; Tammenga ; M ; 4M1 ; 1811
2353 ; Nena ;  ; Belksma ; V ; 4M1 ; 2007
2577 ; Aaike ;  ; Boutsema ; V ; 4M1 ; 3582
2256 ; IJsbrand ;  ; Stania ; M ; 4M1 ; 1335
2519 ; Lennie ;  ; Ouwinga ; V ; 4M1 ; 3183
2619 ; Elly ; de ; Agema ; V ; 4M1 ; 3876
2839 ; Elaine ;  ; Veninga ; V ; 4M1 ; 5423
2532 ; Avram ;  ; Bordenga ; M ; 4M1 ; 3267
2537 ; Ulinda ;  ; Hylkema ; V ; 4M1 ; 3309
2445 ; Sally ;  ; Feeringa ; V ; 4M1 ; 2658
3166 ; Peterpaul ;  ; Molnersma ; M ; 4M1 ; 7719
3160 ; Benjamin ;  ; Haarsma ; M ; 4M1 ; 7677
2599 ; Neli ;  ; Eedema ; V ; 4M1 ; 3750
3224 ; Koenraad ;  ; Bronsema ; M ; 4M1 ; 8125
2275 ; Mylou ;  ; Roelsma ; V ; 4M1 ; 1475
3106 ; Oscar ;  ; Uildersma ; M ; 4M1 ; 7299
2373 ; Elsbeth ;  ; Woldenga ; V ; 4M1 ; 2147
2362 ; Ad  ;  ; Polsema ; M ; 4M1 ; 2091
2667 ; Xandee ;  ; Buitenga ; V ; 4M1 ; 4212
2762 ; Damien ;  ; Kuilma ; M ; 4M1 ; 4891
2518 ; Olov ;  ; Ouwinga ; M ; 4M1 ; 3183
2284 ; Dries ;  ; Apma ; M ; 4M1 ; 1531
2562 ; Bastijn ;  ; Kleveringa ; M ; 4M1 ; 3477
2621 ; Iwona ;  ; Broeksma ; V ; 4M1 ; 3897
2789 ; Idre ;  ; Rietsema ; V ; 4M1 ; 5073
2714 ; Halvard ; van ; Hanema ; M ; 4M1 ; 4548
3258 ; Vladimir ;  ; Ritzema ; M ; 4M2 ; 8363
2416 ; Joachim ;  ; Wibena ; M ; 4M2 ; 2455
2535 ; Ramona ; van ; Galema ; V ; 4M2 ; 3288
3014 ; Joe ;  ; Sjollema ; M ; 4M2 ; 6655
2891 ; Elvira ;  ; Elinga ; V ; 4M2 ; 5787
3261 ; Seray ;  ; Strikwerda ; V ; 4M2 ; 8384
2836 ; Marius ;  ; Streekstra ; M ; 4M2 ; 5409
2268 ; Marten ;  ; Heerenga ; M ; 4M2 ; 1419
2998 ; Sjaak ;  ; Baayma ; M ; 4M2 ; 6543
3220 ; Branko ;  ; Woudstra ; M ; 4M2 ; 8097
3259 ; Mina ;  ; Schraa ; V ; 4M2 ; 8370
2693 ; Yanniek ;  ; Holwarda ; V ; 4M2 ; 4401
2629 ; Adrie  ;  ; Menalda ; V ; 4M2 ; 3960
2546 ; Jurrie ;  ; Stellingsma ; M ; 4M2 ; 3372
3212 ; Gideon ;  ; Poortinga ; M ; 4M2 ; 8041
3156 ; Pelle ;  ; Bokkema ; M ; 4M2 ; 7649
2581 ; Gerda ;  ; IJtsema ; V ; 4M2 ; 3624
2878 ; Ruslan ;  ; Rooda ; M ; 4M2 ; 5703
2430 ; Sjoerd ;  ; Muntinga ; M ; 4M2 ; 2553
3311 ; Myrthe ;  ; Attinga ; V ; 4M2 ; 8734
2516 ; Jozias ;  ; Kema ; M ; 4M2 ; 3162
2828 ; Roland ;  ; Kapma ; M ; 4M2 ; 5353
2472 ; Aran ;  ; Kalksma ; M ; 4M2 ; 2847
3013 ; Miranda ; van ; Schrikkema ; V ; 4M2 ; 6648
2586 ; Kasper ;  ; Matla ; M ; 4M2 ; 3645
2463 ; Denise ;  ; Asinga ; V ; 4M2 ; 2784
2824 ; Ibrahim ;  ; Gielstra ; M ; 4M2 ; 5325
3276 ; Reimert ;  ; Kolkena ; M ; 4M2 ; 8489
3163 ; Emma ;  ; Joldersma ; V ; 4M3 ; 7698
2442 ; Andrei ;  ; Blesma ; M ; 4M3 ; 2637
3091 ; Natalie ;  ; Dyksma ; V ; 4M3 ; 7194
3065 ; Nadine ;  ; Ausema ; V ; 4M3 ; 7012
3226 ; Quinten ;  ; Flieringa ; M ; 4M3 ; 8139
2657 ; Cora ;  ; Sinnega ; V ; 4M3 ; 4149
2486 ; Jordy ;  ; Bogtstra ; M ; 4M3 ; 2952
2371 ; Attie ;  ; Woldenga ; V ; 4M3 ; 2147
2978 ; Siegfried ;  ; Bruinenga ; M ; 4M3 ; 6403
2382 ; Afonso ;  ; Leegsma ; M ; 4M3 ; 2231
3154 ; Kamiel ;  ; Alleda ; M ; 4M3 ; 7635
2953 ; Alissa ; van ; Arema ; V ; 4M3 ; 6228
2735 ; Dianne ;  ; Foekema ; V ; 4M3 ; 4695
2607 ; Gielle ;  ; Kolkema ; V ; 4M3 ; 3792
2254 ; Dominic ;  ; Stania ; M ; 4M3 ; 1335
3039 ; Moon ;  ; Uwema ; V ; 4M3 ; 6830
2525 ; Zefanja ;  ; Tjaerda ; V ; 4M3 ; 3225
2434 ; Faisal ;  ; Tekstra ; M ; 4M3 ; 2595
2907 ; Kelsey ;  ; Westra ; V ; 4M3 ; 5899
2450 ; Stefaan ;  ; Lamstra ; M ; 4M3 ; 2700
2707 ; Amanda ;  ; Arentsma ; V ; 4M3 ; 4506
3066 ; Noud ;  ; Biesta ; M ; 4M3 ; 7019
2751 ; Johanneke ;  ; Wijnsema ; V ; 4M3 ; 4807
2767 ; Mirjam ;  ; Roelfsma ; V ; 4M3 ; 4919
3274 ; Laurens ;  ; Hukema ; M ; 4M3 ; 8475
2730 ; Wilbert ;  ; Beekma ; M ; 4M3 ; 4667
2380 ; Sharo ;  ; Heinstra ; M ; 4M3 ; 2203
2564 ; Geerolf ;  ; Penninga ; M ; 4M3 ; 3498
3253 ; Diede ; van ; Katsma ; V ; 5V1 ; 8328
2227 ; Ynske ;  ; Lousma ; V ; 5V1 ; 1139
2258 ; Marnick ;  ; Wijtema ; M ; 5V1 ; 1363
3076 ; Okan ;  ; Makkinga ; M ; 5V1 ; 7089
3094 ; Jouke ;  ; Herresma ; M ; 5V1 ; 7215
2597 ; Linda ;  ; Bekkema ; V ; 5V1 ; 3729
2756 ; Lode ;  ; Eringa ; M ; 5V1 ; 4849
2703 ; Patsy ;  ; Smedinga ; V ; 5V1 ; 4464
3182 ; Gerhard ;  ; Gratama ; M ; 5V1 ; 7831
2301 ; Nana ;  ; Sijtsinga ; V ; 5V1 ; 1643
2937 ; Ruth ; de ; Heeresma ; V ; 5V1 ; 6116
2833 ; Ricarda ;  ; Poutsma ; V ; 5V1 ; 5381
2800 ; Xaveer ;  ; Douna ; M ; 5V1 ; 5157
2497 ; Shana ; de ; Retra ; V ; 5V1 ; 3036
3150 ; Bavo ;  ; Tiesjema ; M ; 5V1 ; 7607
2530 ; Thieu ;  ; Bordenga ; M ; 5V1 ; 3267
2639 ; Roos ;  ; Wiglema ; V ; 5V1 ; 4023
2346 ; Javier ;  ; Vierstra ; M ; 5V1 ; 1979
2540 ; Thoon ;  ; Loddema ; M ; 5V1 ; 3330
2351 ; Lindy ;  ; Belksma ; V ; 5V1 ; 2007
2225 ; Seline ;  ; Hilverda ; V ; 5V1 ; 1111
2761 ; Dionne ;  ; Inja ; V ; 5V1 ; 4877
2316 ; James ;  ; Klijnstra ; M ; 5V1 ; 1755
2882 ; Eddie ;  ; Toomstra ; M ; 5V1 ; 5731
2573 ; Naomi ;  ; Zuininga ; V ; 5V2 ; 3561
3067 ; Sithri ;  ; Bottinga ; V ; 5V2 ; 7026
2672 ; Carlos ;  ; Jongsma ; M ; 5V2 ; 4254
3237 ; Yentl ; de ; Siebma ; V ; 5V2 ; 8216
2933 ; Kirsten ; van ; Brandsma ; V ; 5V2 ; 6088
2778 ; Roald ;  ; Eenshuistra ; M ; 5V2 ; 5003
3048 ; Steve ;  ; Grunstra ; M ; 5V2 ; 6893
2791 ; Letitia ;  ; Sijperda ; V ; 5V2 ; 5087
2831 ; Marije ;  ; Mantinga ; V ; 5V2 ; 5367
2880 ; Yvo ;  ; Soetinga ; M ; 5V2 ; 5717
2661 ; Kiandra ; van de ; Vellinga ; V ; 5V2 ; 4170
2292 ; Yuri ;  ; Idserda ; M ; 5V2 ; 1587
2393 ; Rosanna ;  ; Torensma ; V ; 5V2 ; 2287
2452 ; Andres ;  ; Reijenga ; M ; 5V2 ; 2721
3144 ; Juust ;  ; Offinga ; M ; 5V2 ; 7565
2336 ; Jarno ;  ; Hoitenga ; M ; 5V2 ; 1895
2790 ; Wybke ;  ; Sijperda ; M ; 5V2 ; 5087
2922 ; Elja ;  ; Reverda ; M ; 5V2 ; 6011
3028 ; Stanley ;  ; Hulzinga ; M ; 5V2 ; 6753
2390 ; Siebe ;  ; Torensma ; M ; 5V2 ; 2287
2419 ; Runa ;  ; Bonga ; V ; 5V2 ; 2483
2524 ; Frederick ;  ; Tjaerda ; M ; 5V2 ; 3225
2408 ; Myron ;  ; Ongersma ; M ; 5H1 ; 2399
2571 ; Liesbet ;  ; Troelstra ; V ; 5H1 ; 3540
2805 ; Marguerita ;  ; Hopma ; V ; 5H1 ; 5185
3293 ; Franka ; van ; Fennema ; V ; 5H1 ; 8608
2819 ; Nanda ;  ; Zuidersma ; V ; 5H1 ; 5283
3280 ; Cees ;  ; Rientstra ; M ; 5H1 ; 8517
2261 ; Marcia ;  ; Wijtema ; V ; 5H1 ; 1363
2827 ; Gemma ;  ; Hoekstra ; V ; 5H1 ; 5339
3250 ; Carle ;  ; Hattinga ; M ; 5H1 ; 8307
2816 ; Marcel ;  ; Vrijma ; M ; 5H1 ; 5269
2265 ; Tryxt ;  ; Brandsema ; V ; 5H1 ; 1391
2854 ; Isaac ;  ; Poelsma ; M ; 5H1 ; 5535
3104 ; Judas ;  ; Stedema ; M ; 5H1 ; 7285
2438 ; Nico ; de ; Winia ; M ; 5H1 ; 2616
3238 ; Vasco ;  ; Spienstra ; M ; 5H1 ; 8223
2708 ; Reinout ;  ; Arentsma ; M ; 5H1 ; 4506
2502 ; Arnon ;  ; Staa ; M ; 5H1 ; 3057
2989 ; Sasja ;  ; Renkema ; V ; 5H1 ; 6480
2637 ; Marly ;  ; Sytsema ; V ; 5H1 ; 4002
2940 ; Abram ;  ; Ketema ; M ; 5H1 ; 6137
2736 ; Lester ;  ; Hemmema ; M ; 5H1 ; 4709
3068 ; Sylvester ;  ; Datema ; M ; 5H1 ; 7033
2549 ; Siri ;  ; Weijma ; V ; 5H1 ; 3393
2741 ; Milou ;  ; Leininga ; V ; 5H1 ; 4737
3133 ; Wendela ; van ; Beukinga ; V ; 5H1 ; 7488
3241 ; Fie ;  ; Waarma ; V ; 5H2 ; 8244
2512 ; Aron ;  ; Heemenga ; M ; 5H2 ; 3141
2682 ; Casimir ;  ; Teinsma ; M ; 5H2 ; 4317
2310 ; Salvador ;  ; Haaisma ; M ; 5H2 ; 1727
3090 ; Arnoud ;  ; Bulstra ; M ; 5H2 ; 7187
2226 ; Hotze ;  ; Lousma ; M ; 5H2 ; 1139
3020 ; André ;  ; Anema ; M ; 5H2 ; 6697
3171 ; Tadjana ;  ; Stallinga ; V ; 5H2 ; 7754
3103 ; Marion ;  ; Sietsma ; V ; 5H2 ; 7278
2372 ; Adri ;  ; Woldenga ; M ; 5H2 ; 2147
2490 ; Sytze ;  ; Fokma ; M ; 5H2 ; 2973
2972 ; Erwin ;  ; Veennema ; M ; 5H2 ; 6361
2620 ; Tycho ;  ; Broeksma ; M ; 5H2 ; 3897
3270 ; Casper ;  ; Eekema ; M ; 5H2 ; 8447
2704 ; Guy ;  ; Volbeda ; M ; 5H2 ; 4485
3227 ; Delfine ;  ; Haaijema ; V ; 5H2 ; 8146
2489 ; Dieuwertje ;  ; Fokma ; V ; 5H2 ; 2973
3032 ; Ferre ;  ; Niewsma ; M ; 5H2 ; 6781
2795 ; Silvy ;  ; Weidema ; V ; 5H2 ; 5115
2758 ; Rijo ;  ; Heddema ; M ; 5H2 ; 4863
3162 ; Ger ;  ; Houkema ; M ; 5H2 ; 7691
2982 ; Etienne ;  ; Heloma ; M ; 5H2 ; 6431
2740 ; Wilhelm ;  ; Leininga ; M ; 5H2 ; 4737
2951 ; Thelma ;  ; Wierenga ; V ; 5H2 ; 6214
2589 ; Viola ;  ; Rittersma ; V ; 6V1 ; 3666
2636 ; Kobus ;  ; Sytsema ; M ; 6V1 ; 4002
2822 ; Dirk ;  ; Deenstra ; M ; 6V1 ; 5311
2583 ; Juliana ;  ; IJtsema ; V ; 6V1 ; 3624
3130 ; Bart ;  ; Wiertsema ; M ; 6V1 ; 7467
3123 ; Christa ;  ; Reijinga ; V ; 6V1 ; 7418
2498 ; Olaf ; de ; Retra ; M ; 6V1 ; 3036
3140 ; Basil ;  ; Iepma ; M ; 6V1 ; 7537
2760 ; Winsley ;  ; Inja ; M ; 6V1 ; 4877
2930 ; Abe ;  ; Aardema ; M ; 6V1 ; 6067
2462 ; Anthony ;  ; Asinga ; M ; 6V1 ; 2784
2864 ; Ivan ;  ; Bantema ; M ; 6V1 ; 5605
3102 ; Fred ;  ; Schaafstra ; M ; 6V1 ; 7271
2967 ; Beth ;  ; Rijzenga ; V ; 6V1 ; 6326
3101 ; Juliet ;  ; Riegstra ; V ; 6V1 ; 7264
3218 ; Ulrich ;  ; Veenema ; M ; 6V1 ; 8083
2701 ; Lyn ;  ; Smedinga ; V ; 6V1 ; 4464
2950 ; Adger ;  ; Vlietstra ; M ; 6V1 ; 6207
2747 ; Bridget ;  ; Spoelstra ; V ; 6V1 ; 4779
2507 ; Manouk ;  ; Balstra ; V ; 6V1 ; 3099
3116 ; Ot ;  ; Heidsma ; M ; 6V2 ; 7369
3145 ; Sylvie ;  ; Portena ; V ; 6V2 ; 7572
2759 ; Anke ;  ; Heddema ; V ; 6V2 ; 4863
2395 ; Willy ;  ; Aukema ; V ; 6V2 ; 2315
2522 ; Ashwin ;  ; Schultinga ; M ; 6V2 ; 3204
2786 ; Ludo ;  ; Norda ; M ; 6V2 ; 5059
2251 ; Shauni ;  ; Pijpstra ; V ; 6V2 ; 1307
2480 ; Sven ;  ; Tiesinga ; M ; 6V2 ; 2910
3105 ; Rikje ;  ; Telenga ; V ; 6V2 ; 7292
2283 ; Frouke ;  ; Apma ; V ; 6V2 ; 1531
2825 ; Cecilia ;  ; Gielstra ; V ; 6V2 ; 5325
2660 ; Victor ; van de ; Vellinga ; M ; 6V2 ; 4170
3310 ; Clement ;  ; Zittema ; M ; 6V2 ; 8727
2367 ; Robina ;  ; Steginga ; V ; 6V2 ; 2119
2488 ; Oguz ;  ; Fokma ; M ; 6V2 ; 2973
2605 ; Chloë ;  ; Kolkema ; V ; 6V2 ; 3792
2683 ; Daniëlle ;  ; Wilstra ; V ; 6V2 ; 4338
2523 ; Sien ;  ; Schultinga ; V ; 6V2 ; 3204
2694 ; Gus ;  ; Holwarda ; M ; 6V2 ; 4401
2602 ; Bill ;  ; Hibma ; M ; 6V2 ; 3771
2817 ; Lieneke ;  ; Vrijma ; V ; 6V2 ; 5269
2752 ; Curzio ;  ; Ballema ; M ; 6V2 ; 4821
